sample_id,DM (kg/d),OM (kg/d),CP (kg/d),NDF (kg/d),Lipid (kg/d),Bacteria: prevotella,Bacteria: prevotellaceae ucg-001,Bacteria: prevotellaceae ucg-003,Bacteria: prevotellaceae yab2003 group,Bacteria: prevotella_7,Bacteria: prevotellaceae ucg-004,Bacteria: uncultured,Bacteria: prevotella_9,Bacteria: prevotellaceae nk3b31 group,Bacteria: prevotellaceae ga6a1 group,Bacteria: alloprevotella,Bacteria: paraprevotella,Bacteria: rikenellaceae rc9 gut group,Bacteria: u29-b03,Bacteria: alistipes,Bacteria: bacteroides,Bacteria: uncultured,Bacteria: lachnospiraceae nk3a20 group,Bacteria: acetitomaculum,Bacteria: lachnospiraceae nd3007 group,Bacteria: eubacterium ruminantium group,Bacteria: lachnospiraceae ac2044 group,Bacteria: lachnospiraceae nk4a136 group,Bacteria: lachnoclostridium,Bacteria: ruminococcus gauvreauii group,Bacteria: butyrivibrio,Bacteria: coprococcus,Bacteria: shuttleworthia,Bacteria: anaerosporobacter,Bacteria: moryella,Bacteria: lachnospiraceae ucg-008,Bacteria: lachnospiraceae xpb1014 group,Bacteria: marvinbryantia,Bacteria: oribacterium,Bacteria: pseudobutyrivibrio,Bacteria: probable genus 10,Bacteria: agathobacter,Bacteria: eubacterium hallii group,Bacteria: lachnospiraceae ucg-006,Bacteria: lachnospiraceae nc2004 group,Bacteria: eubacterium cellulosolvens group,Bacteria: eubacterium xylanophilum group,Bacteria: eubacterium ventriosum group,Bacteria: lachnospira,Bacteria: lachnospiraceae fcs020 group,Bacteria: syntrophococcus,Bacteria: howardella,Bacteria: blautia,Bacteria: roseburia,Bacteria: possible genus sk018,Bacteria: lachnospiraceae ucg-009,Bacteria: lachnospiraceae ucg-004,Bacteria: tyzzerella,Bacteria: anaerostipes,Bacteria: lachnospiraceae ucg-002,Bacteria: lachnospiraceae fe2018 group,Bacteria: lachnospiraceae ucg-010,Bacteria: lachnospiraceae ucg-001,Bacteria: lachnobacterium,Bacteria: defluviitaleaceae ucg-011,Bacteria: cag-352,Bacteria: ruminococcus,Bacteria: uncultured,Bacteria: ucg-001,Bacteria: faecalibacterium,Bacteria: nk4a214 group,Bacteria: colidextribacter,Bacteria: ucg-005,Bacteria: oscillospira,Bacteria: ucg-002,Bacteria: uncultured,Bacteria: saccharofermentans,Bacteria: ucg-012,Bacteria: ruminiclostridium,Bacteria: ucg-008,Bacteria: christensenellaceae r-7 group,Bacteria: uncultured,Bacteria: anaerovorax,Bacteria: eubacterium nodatum group,Bacteria: family xiii ad3011 group,Bacteria: mogibacterium,Bacteria: eubacterium brachy group,Bacteria: family xiii ucg-001,Bacteria: pseudoramibacter,Bacteria: anaerofustis,Bacteria: monoglobus,Bacteria: anaeroplasma,Bacteria: ned5e9,Bacteria: candidatus phytoplasma,Bacteria: ucg-004,Bacteria: sharpea,Bacteria: asteroleplasma,Bacteria: uncultured,Bacteria: erysipelotrichaceae ucg-009,Bacteria: anaerorhabdus furcosa group,Bacteria: solobacterium,Bacteria: mycoplasma,Bacteria: paenibacillus,Bacteria: lactobacillus,Bacteria: selenomonas,Bacteria: anaerovibrio,Bacteria: schwartzia,Bacteria: veillonellaceae ucg-001,Bacteria: uncultured,Bacteria: succiniclasticum,Bacteria: succinivibrionaceae ucg-001,Bacteria: succinivibrionaceae ucg-002,Bacteria: ruminobacter,Bacteria: succinivibrio,Bacteria: succinimonas,Bacteria: anaerobiospirillum,Bacteria: sutterella,Bacteria: uncultured,Bacteria: comamonas,Bacteria: uncultured,Bacteria: acetobacter,Bacteria: treponema,Bacteria: sphaerochaeta,Bacteria: sediminispirochaeta,Bacteria: fibrobacter,Bacteria: bifidobacterium,Bacteria: pseudoscardovia,Bacteria: olsenella,Bacteria: atopobium,Bacteria: dnf00809,Bacteria: uncultured,Bacteria: collinsella,Bacteria: candidatus saccharimonas,Bacteria: horsej-a03,Bacteria: z20,Bacteria: akkermansia,Bacteria: desulfovibrio,Bacteria: mailhella,Bacteria: desulfobulbus,Bacteria: p-1088-a5 gut group,Bacteria: cpla-4 termite group,Bacteria: elusimicrobium,Bacteria: endomicrobium,Bacteria: campylobacter,Bacteria: pyramidobacter,Archaea: methanobrevibacter,Archaea: methanobacterium,Archaea: methanosphaera,Archaea: methanimicrococcus,Archaea: methanosarcina,Archaea: candidatus methanomethylophilus,Archaea: uncultured,Protozoa: isotricha,Protozoa: metadinium,Protozoa: ophryoscolex,Protozoa: polyplastron,Protozoa: neobalantidium,Protozoa: dasytricha,Protozoa: buxtonella,Protozoa: diplodinium,Protozoa: diploplastron,Protozoa: entodinium,Protozoa: eudiplodinium,Fungi: neocallimastix,Fungi: piromyces,Fungi: caecomyces,Fungi: aklioshbomyces,Fungi: orpinomyces
IT650,0.503827379,0.499899896,0.407950452,0.507013799,-0.239425569,-1.049616644,0.071772414,-0.467611076,-0.954802923,-0.51874341,0.170873084,-0.202889748,-0.854560841,-0.474074698,-0.753114831,-0.844562557,-0.832926261,-0.40877608,-0.335925954,-0.248399848,-0.967987471,-0.508723576,-1.022374088,-0.928499106,-0.182284284,-0.570970271,-0.854388543,-1.38996044,-0.69103837,-1.152905374,-0.795576252,0.708549162,-0.646317539,0.017984223,0.286637976,-0.562229998,-0.082913397,-0.940579411,-0.428324969,-0.439840295,-1.025210835,0.390709576,-0.984311408,-0.355016121,-0.855881669,-0.679565727,-0.835995374,-0.651760095,-0.473341627,-1.054703582,-0.47418636,-1.061647272,-0.944879762,-0.372847833,-0.094942434,-0.678489322,-0.672264603,-0.176960905,-0.380277806,-0.594343561,-0.856821399,-0.528011701,-0.410513406,-0.471077063,0.569694788,-0.53575937,-1.208010188,0.101858075,-0.109405455,-0.520751178,-0.792015572,-0.569794561,-0.199590419,-0.126658274,-0.159097312,-0.567747301,-0.854217063,-0.370280743,0.750307908,-0.703696056,-0.676794515,-0.332768308,-0.284766321,-0.886674772,-0.715384118,-0.938499399,-0.875959704,-0.946763996,-0.718775967,-0.26847477,-0.740538359,-0.408218094,-0.845918291,-0.666405537,-0.619007577,-0.35523181,-0.390101125,-0.655473146,-0.551545955,-0.666144188,-0.56756675,-0.399123042,-0.530138672,-0.386316832,-0.501035088,-0.388646653,-0.73846325,-0.64456817,-0.551389607,-0.663216733,-0.584305788,1.136822178,1.42870075,-0.258090661,1.854153034,-0.325897306,0.069100157,0.143527732,0.490168541,-0.188959254,-0.378679349,-0.302586731,-0.426200111,-0.188893514,-1.11300784,-0.368413999,-0.306983889,-0.870001365,-0.813982224,-0.815776517,-0.352901423,-0.667117951,-0.85607912,-0.119581323,-0.202068684,-0.471434383,0.717495456,-0.479860138,-0.524750673,-0.171810589,-0.341818055,-0.798472216,0.073850593,-0.989527011,-0.826944653,-0.070746864,-0.286159019,-0.142128555,-0.00336187,-0.072761669,0.791740922,0.860122616,-0.338857348,-0.246939878,-0.419591077,-0.637299109,-0.928375863,-0.251287721,-0.887657018,-0.85792668,-1.053788788,0.986821927,-0.889942946,0.308204723,1.532503301,0.612640686,-0.415446007,-0.283943682
IT651,-0.19039096,-0.19049812,-0.213589458,-0.173716938,-0.581250264,-0.104176936,-0.255623518,-0.032738103,3.859024636,-0.131074735,0.546624527,0.451437995,0.234570688,-0.559368507,-0.031146601,0.346971504,-0.25456443,-0.391398755,-0.71907403,0.479526139,0.282194544,-0.293372191,-0.61721327,-0.440694649,-0.082575309,-0.593768301,-0.214326501,0.681135785,-0.547772174,-0.495945523,-0.752142602,-0.383010632,-0.033168437,-0.151609023,-0.793655439,-0.380855278,-0.496528235,-0.524649539,-0.267255535,-0.725114993,-0.806284549,-0.352882599,-0.46733378,-0.55079482,-0.837953212,-0.287441019,-0.327408351,-0.528352075,-0.291220893,-0.830200623,-0.223198083,-0.667150826,-0.645005959,-0.920267793,-0.233104426,-0.403145012,-0.418382861,-0.33429254,-0.093142572,-0.625613031,-0.188320317,-0.555233999,-0.360865257,0.009472623,-0.090994581,-0.545246235,-0.521769172,-0.359770998,-0.128303792,-0.061082139,-0.458619568,-0.491109929,-0.220763725,-0.168184107,0.196429153,-0.587321368,-0.510382251,0.518012257,-0.814543452,-0.721002713,-0.667997169,-0.354286604,-0.063982481,-0.409916893,-0.103535943,-0.594989799,-0.389080395,-0.330275669,-0.722754705,-0.955786027,-0.228794549,-0.545327039,-0.847780048,-0.208149615,2.190338461,0.360596398,0.515663704,0.382859974,0.272576946,0.595775725,-0.29644725,0.20968498,0.338408132,-0.335249415,0.243929367,-0.809888929,1.525016481,-0.753587916,0.393090695,0.128687465,-0.257717708,-0.599040245,-0.306311163,-0.241331176,-0.382636921,-0.050716352,-0.20449089,0.296379799,0.43511434,-0.103133982,1.884015234,0.246548038,1.402855381,1.417236356,0.779733073,-0.448042286,0.052830693,-0.504131578,0.267112172,-0.341977307,-0.29398306,-0.668498185,1.001884305,-0.427917953,0.768967911,0.15051329,0.368574234,-0.818923205,-0.550774677,0.813493051,4.807121693,0.433528025,-0.196846213,0.447264371,1.093738244,-0.036664631,-0.240937411,-0.037435735,0.131242865,-0.073046863,0.616185233,0.616139443,-0.651281607,-0.248379661,-0.433080981,-0.641017528,-0.705487197,-0.342026827,-0.897507102,-0.992836881,-1.059172338,1.58045435,-0.900385441,0.376203635,-0.256101364,-0.599648978,-0.407406419,-0.288575854
IT652,1.987149462,1.975059172,1.735982026,1.961517201,0.490944244,-0.055434316,0.055991548,-0.204247667,0.972117045,-0.276219018,2.224624056,-0.01824327,0.437569646,-0.166246004,0.739860459,-0.105153888,-0.205451574,-0.044539755,-0.020235655,0.121065893,1.221012477,-0.331859371,-0.884497185,-0.648709656,-0.001464886,-0.463620908,-0.581553261,-0.731478915,-0.685192915,-0.919183602,-0.625529832,-0.312244793,0.150117319,0.11637753,-0.437348367,-0.464169977,-0.382848375,-0.763075227,-0.357640034,-0.521398595,-0.555191752,1.281915435,-0.977419597,-0.089612864,-0.830237951,-0.671523641,-0.497086398,-0.391838618,-0.486894405,-0.67461813,-0.419428019,-0.6336513,-0.611081372,-0.812572915,0.118576234,-0.466277755,-0.624665755,-0.246025887,-0.751175769,-0.276519328,-0.281536798,0.719673955,-0.326458659,-0.180459326,0.317583557,-0.236301253,-0.924153681,-0.266934036,-0.220661619,-0.590428605,-0.260181045,-0.412390645,-0.286477806,-0.556273537,0.069463074,-0.810983219,-0.580195048,0.328896254,0.085431283,-0.342596198,-0.749969096,-0.574579394,-0.068394479,-0.705547999,-0.512369463,-0.921305521,-0.278700966,-0.977164811,-0.735103231,-0.701696122,-0.546910592,-0.530993253,-0.830315677,0.109425705,-0.434253832,-0.189837556,-0.241688283,-0.555300305,-0.48052821,-0.508888399,-0.358611301,-0.209836016,0.066737254,-0.299859253,-0.164055868,-0.710661898,-0.65702688,-0.8701106,-0.31997362,-0.435058408,-0.009991295,0.404305964,0.513230234,1.190063955,0.873485399,-0.148989336,-0.326973135,-0.545711023,-0.285600147,-0.18570543,1.118421649,-0.026025188,-0.06722618,-0.538537541,-0.935131405,0.080054497,0.111070408,-0.744735712,-0.368741559,-0.588452261,-0.36183237,-0.672781919,-0.662283459,-0.474693623,-0.318958265,-0.128882348,0.169424625,-0.572397146,0.451420488,-0.308831349,0.461623962,-0.105860435,-0.060794292,-0.034688565,-0.327628804,-0.086634942,-0.229495691,-0.0820959,0.013434075,-0.073931997,0.434282719,0.305087489,1.097508506,-0.252848212,-0.405491166,-0.628409455,-0.756592567,-0.07067852,-0.928078106,-1.019787863,-1.008671494,0.624196448,-0.93279507,0.134721686,0.600204013,-0.530099802,-0.24485186,-0.288401392
IT653,1.794438158,1.783408369,1.563445866,1.772549983,0.396055534,-0.536679711,-0.159027085,-0.153214041,-0.893089805,-0.494565013,4.58621371,0.279904158,-0.894949194,-0.360830954,-0.426898274,-0.45151868,-0.484148784,-0.062642832,0.47991284,-0.195468529,-0.200581257,-0.57501329,-0.966406546,-0.632313229,0.061103505,-0.363300955,-0.355614467,-0.733703908,-0.387477294,-1.087224181,-0.871415631,0.758708243,-0.451275802,-0.171889132,-0.315407235,0.158007468,-0.594590808,-0.698857237,-0.431823971,-0.472503048,-0.686241118,0.885208935,-0.974677969,-0.016254941,-0.275734575,-0.72861012,-0.934116256,-0.675024254,-0.463469449,0.033594046,-0.447880133,-1.051051159,-0.688513381,-0.888543151,0.827976736,-0.32199866,-0.51916281,0.02205555,0.195696464,-0.644093056,-0.453686012,0.86253168,-0.405031463,-0.584725786,0.010390099,0.144371427,-1.026368801,-0.288661849,-0.312588016,0.074386306,-0.87305407,-0.561106529,0.203121702,-1.001057121,-0.077574457,-0.509236806,-0.720390028,-0.352970862,-0.649631683,1.012655209,-0.706781574,-0.268446155,0.29338046,-0.549848463,-0.811221258,-0.965255631,-0.36937769,-0.924619292,-0.706882785,-0.536845541,-0.712798376,1.359343317,-0.870198278,0.469611556,-0.174679824,0.248649447,-0.172786436,-0.290167784,-0.526215365,0.322953781,-0.537630855,-0.168320047,-0.311690957,-0.320199405,-0.328020481,-0.374790705,-0.605567345,-0.876382124,-0.549048815,-0.05966021,0.138802969,0.675132693,4.537692325,2.445550583,0.048787433,0.413991371,-0.083178694,0.045702287,-0.051306651,-0.203137713,0.388344784,-0.094668448,-0.389436585,0.043062862,-0.924788986,-0.337724526,-0.305661092,-0.838134519,-0.47348961,-0.749784216,-0.3463959,-0.662992178,-0.542148537,-0.46405164,-0.116923432,-0.449093576,-0.356373395,-0.4124539,-1.003201331,-0.088830886,-0.090987528,0.315309078,0.801970046,0.331234388,-0.919527122,-0.082153189,0.017525009,-0.099220105,0.241453701,-0.071909174,0.029525572,-0.033768257,1.751308412,-0.104152456,-0.401076569,-0.640101633,-0.903765418,-0.449341692,-0.8582133,-0.958196,-0.951394721,0.579679794,-0.858728402,0.064138846,-0.261280898,-0.436254915,-0.404716071,-0.286734592
IT654,-0.446169347,-0.444868943,-0.442590144,-0.424525941,-0.707192441,-0.536239311,-0.923336993,-0.476677452,1.872125686,2.964947093,0.53907305,0.605174099,2.308186878,-0.329735928,-0.268719437,-0.622513966,-0.316159905,-0.655664453,-0.243736175,2.422603512,0.139747344,-0.446636152,-0.698628509,-0.886345621,-0.208221902,0.553209426,0.380682048,-0.008565273,0.129193171,-1.003675108,-0.762062567,-0.445301333,1.725703197,-0.211390473,-1.006947205,-0.530611468,-0.871366873,-1.017340467,1.359212536,-0.934303935,-0.804966332,-0.575980539,-1.03658867,-0.735802221,-0.113116205,-0.474766982,-0.847697357,-0.589000176,0.65295928,-0.976084813,0.703117084,-0.891379756,-0.915647359,-0.666590652,-0.870145395,-0.712769343,-0.44542124,0.110491137,1.276868827,-0.240491928,-0.877067393,1.129380026,-0.08675045,0.283464151,-0.362819121,-0.776729486,-0.32499692,-0.329708677,-0.624124782,-0.141579641,-0.862500158,-0.554690208,-0.407000759,-0.53343873,0.099457164,-0.969110581,-0.64834198,-0.464215335,-0.939927424,-0.762027045,-0.914261306,-0.563310077,-0.158255724,-0.304845442,-0.27300878,-0.734493202,-0.513391543,-0.87653078,-0.220886018,-0.684655332,-0.533302375,-0.649383226,-0.828268139,-0.288399651,-0.271141665,-0.081901644,-0.151341254,-0.750819079,-0.580107307,0.083294788,-0.601320787,-0.416131117,-0.230779801,-0.101780913,0.422347808,-0.915579288,-0.063591174,-0.996173959,1.780657876,-0.623461887,1.954066267,-0.602868418,-0.362519704,0.573402418,-0.383248865,-0.668315881,0.141514213,-0.352491348,-0.544377369,-0.128791899,2.177920576,-0.474606795,-0.25691907,-0.530810309,-0.604992068,-0.460518448,-0.3084754,-0.504619699,-0.846723877,-0.580169617,-0.192429262,-0.671769942,-0.272509868,-0.47359355,-0.115049632,-0.112442978,1.4798828,-0.266077335,-0.389509932,-0.122678564,0.781592738,1.386980232,-0.479228526,0.592454441,3.016769744,-0.085995859,0.214631126,-0.113724337,0.148270997,-0.073722896,0.29850877,0.086286264,-0.547450387,-0.251792575,-0.457692926,-0.641077751,-0.744519586,-0.48704638,-0.920856103,-1.013421043,-1.141116677,1.228288649,-0.925138716,0.041770247,-0.50531035,-0.831127561,-0.42248663,-0.288827136
IT655,0.450034859,0.446403399,0.359789525,0.454266385,-0.265912354,-0.361185581,-0.46511797,-0.399351623,2.277887438,0.269260246,0.802422229,1.003528264,1.40780412,0.024481599,0.432283013,1.277543702,-0.253646443,-0.548562034,-0.05201192,0.303334837,-0.650699731,0.684108049,-0.866422138,-0.580479647,-0.295405245,-0.066975448,0.491797055,0.026993152,0.542260443,-0.776649542,-0.55322986,0.09799857,1.079445557,0.069903911,-0.846454649,-0.024056692,-0.763205584,-0.872306757,-0.073141704,-0.527116151,-0.616650856,0.043462538,-0.867720713,-0.132009814,-0.445707191,-0.468013875,-0.56597677,-0.578271279,-0.277609675,-0.463332421,-0.132585558,-0.808861169,-0.879757891,-0.82418889,-0.858525633,-0.089325837,-0.463780862,-0.460152985,0.094388,-0.06846772,-0.790256459,1.413249956,-0.242914276,-0.199552297,-0.155565061,-0.199353235,0.264214894,-0.472100561,0.100013596,-0.33259579,-0.328596893,-0.537586741,-0.283779241,0.125078516,-0.130652039,-0.219846005,-0.652859351,0.100802731,0.359948823,-0.164454404,-0.769747563,-0.588049598,-0.234958463,-0.52320268,-0.273152546,-0.895169538,-0.590252682,-0.864670303,-0.75456612,-0.582078648,-0.824016291,-0.649658743,-0.881354428,-0.138984869,-0.527703049,-0.365442578,-0.224197557,-0.673868154,-0.712839094,-0.733941221,-0.255527077,-0.376974459,-0.335949722,-0.289670069,0.369563481,-0.759276037,0.409700709,-0.766876653,0.259100375,0.959980671,1.335546401,-0.603019284,-0.228023269,1.875412736,-0.384700973,-0.727684804,-0.280726593,0.603967079,-0.668247473,-0.17267178,2.086633496,-0.133752683,-0.454525822,-0.272704702,-0.518743291,0.253224805,1.963466037,-0.636673901,-0.706333955,-0.681512607,-0.32878449,-0.679533642,2.07169751,-0.482033115,-0.17235947,-0.238562834,0.709711749,-0.45634049,-0.410528331,0.63740342,2.21198096,0.659651474,-0.430776575,-0.862483865,1.596083315,-0.04653794,-0.224745721,0.018479837,0.378849069,-0.075327085,-0.090165633,-0.081412073,-0.346021858,-0.259891231,-0.451614326,-0.641220658,-1.00243608,-0.285322935,-0.778504802,-1.062266127,-1.156257686,0.289612312,-0.983876876,0.08455247,0.41808579,-0.836587399,-0.420320755,-0.288851292
IT656,-0.051000839,-0.051875071,-0.088792232,-0.037034954,-0.512616258,-0.556193599,-0.148316988,-0.336558424,0.900856213,-0.419981562,0.309585211,0.388815651,0.321533738,0.001199126,0.312336233,0.187921094,-0.720180819,-0.257447221,0.318747467,0.13575699,-0.260724773,1.415989055,-0.721320671,-0.583697848,-0.217979197,-0.201069436,0.332568924,-0.366222171,-0.45226267,-0.623271716,-0.479175526,0.233019176,0.458005831,0.621799398,-0.043606841,-0.201678132,-0.546737287,-0.617704218,-0.373451684,-0.685337179,-0.192818892,0.479827324,-0.934846371,-0.0311956,-0.460017379,-0.383200363,-0.407637934,0.654787986,-0.485524393,-0.559048946,-0.400296484,-0.714807435,-0.721448915,-0.403345754,-0.044578065,0.488775797,-0.564866285,-0.188999112,0.728955699,-0.482913159,-0.726504277,1.790036974,-0.324176388,-0.171421928,-0.186112881,0.409675835,0.193866743,-0.40993946,0.711755915,-0.583385109,-0.20247983,-0.555923984,0.259752708,-0.279838949,0.086433086,-0.308716583,0.328029623,1.666221754,0.208771658,-0.767536926,-0.543989143,-0.021999182,0.275451354,-0.613728418,-0.265096907,-0.711720519,-0.712202534,-0.78604555,-0.733452754,-0.692054809,-0.774770898,-0.630113617,-0.781899773,0.130491233,-0.03226098,-0.215354372,-0.073271229,-0.482199644,-0.475255328,0.262608164,-0.350302588,-0.246950625,0.237862152,0.085542164,-0.52606598,-0.726322832,-0.075450219,-0.435875077,-0.375382555,0.586737627,-0.393726045,0.773706458,2.276580268,-0.198673158,-0.088452742,-0.671676135,-0.180690152,0.166037368,-0.551388361,0.036576971,2.530045174,-0.096103881,-0.263444997,0.134630063,-0.386733631,1.500456582,-0.308616286,-0.753089751,-0.849816618,-0.679348364,-0.305686639,-0.672209364,0.045596027,-0.435986462,-0.126385291,0.070130075,0.11661735,-0.276846144,0.260016929,0.148571396,2.125423539,-0.161298268,-0.253873291,-0.304296116,0.157129551,0.016619542,-0.258963223,-0.02092812,0.116029376,-0.073813692,0.457571053,0.294695889,0.600983249,-0.252250955,-0.393767774,-0.638506299,-0.958746396,0.192007514,-0.673964907,-0.905975387,-1.073647652,1.149910181,-0.928463269,-0.180485521,0.609587039,-0.497509339,-0.39780729,-0.288828504
IT657,-0.697842889,-0.695157512,-0.667915725,-0.671309851,-0.831113442,-0.230798558,0.292023341,0.167506145,-0.408403502,-0.48214774,0.702713387,-0.617273184,-0.582000021,0.490111165,-0.485427264,-0.473492798,-0.307454093,0.005387065,0.358182881,0.158897358,-0.426854322,-0.775042478,-0.962197689,-0.86847467,0.146815625,-0.749887572,-0.692068258,-1.13957009,-0.206836068,-0.989182053,-0.592268293,-0.102498931,-0.396810519,-0.00360599,0.607015053,-0.216569653,-0.18164215,-0.8522693,-0.424272423,-0.224059704,-1.094579073,-0.20401687,-0.973116295,-0.104248298,-1.11961745,-0.73993833,-0.575667051,-0.099824399,-0.552158044,-0.971917262,-0.415365004,-0.980112038,-0.873956198,-0.66037369,-0.772011933,-0.797632928,-0.500997074,1.780076964,-0.795579696,0.124893292,-0.875054866,-0.610642341,-0.416080111,0.41004983,0.824619541,-0.493982627,-1.087105836,0.808567432,-0.377647829,-0.572290697,0.277280874,-0.603842008,0.287422056,-0.793302713,-0.241880664,-0.117519313,-0.777054422,-0.463245272,0.241065769,0.144986012,-0.627871548,-0.558160535,-0.119627027,-1.11305549,0.19805026,-0.94472693,-0.964383188,-0.77636439,-0.73085304,-0.979439359,-0.527084066,-0.543791139,-0.875806437,-0.717786614,-0.497965193,-0.358677344,-0.399930081,-0.54108044,-0.577268202,-0.296550667,-0.59796551,0.987026452,-0.224515619,-0.392042669,-0.438083286,-0.41361131,-0.683624039,-0.376075653,-0.492599678,0.236473584,-0.272663186,0.182759264,0.407852407,-0.293197447,0.161281659,0.434449447,-0.375864289,-0.523518178,0.036371459,-0.154487884,-0.375373203,-0.456848468,-0.250051516,0.021529849,-0.936029695,-0.372656421,-0.26223939,-0.851267951,-0.843469235,-0.723448848,-0.359507532,-0.671307517,-0.344787286,0.112885942,0.082289317,-0.299525794,0.565275832,0.919510463,-0.603744007,0.37033339,0.796961314,-0.490538705,0.654689938,-0.278077672,0.316146355,-0.010209026,-0.291065382,-0.133562906,0.068969798,-0.073627346,0.027298135,0.045281924,1.263098966,-0.251310199,-0.457552007,-0.528616706,-0.953366833,-0.146889446,-0.91755599,-1.010511708,-1.000045222,1.147755756,-0.921640125,0.000773025,-0.237401328,-0.303079219,-0.393170769,0.097144371
IT658,0.192607002,0.190392182,0.129312055,0.201839959,-0.39266671,-0.404663532,-0.359918441,-0.498660889,0.042910822,-0.267237872,1.913587659,0.269105411,-0.595594715,0.166117721,0.386844922,0.740937038,-0.363536586,-0.048637592,0.648259415,-0.34036749,-0.507915411,-0.429671146,-0.797805821,-0.525476937,-0.220135261,-0.124038842,-0.388598049,-0.395799153,0.074038019,-0.825542293,-0.585442239,-0.300345287,0.094842106,-0.028280502,-0.37413008,-0.44349793,-0.499548947,-0.795663177,-0.402905984,-0.343163644,-0.64518812,0.804670387,-0.847140623,0.219822655,-0.794176615,-0.497050899,-0.624521809,-0.426748024,-0.474722137,-0.602727572,-0.423574039,-0.910768932,-0.887266134,-0.827020908,-0.630033739,-0.488451092,-0.520691763,-0.181334739,-0.644589805,-0.010082963,-0.601147781,0.630653005,-0.420038229,-0.10016397,1.493918748,-0.390861724,-0.44822032,-0.457035128,-0.143091391,-0.608937062,0.142162504,-0.631158091,0.575214526,-0.094437722,0.024870338,-0.825207686,-0.851057426,-0.331218593,-0.160650854,-0.380326418,-0.554685257,-0.517930547,-0.067735046,-0.869905161,0.010074588,-0.875670439,-0.314355934,-0.631444983,-0.739440252,-0.72703096,-0.567142165,-0.13205155,-0.56662534,-0.75432032,-0.344568636,0.126757824,0.057005503,-0.696955045,-0.595557602,-0.525319575,-0.141308763,-0.184339016,-0.264869226,-0.351070919,-0.62465946,-0.785078178,-0.711587423,-0.755769689,-0.181479643,0.230384971,0.06589803,-0.38516747,-0.161033422,0.323618386,0.251209369,-0.435532037,-0.175843418,0.093087139,-0.584528209,-0.19910293,0.568854719,-0.008100616,-0.000615493,-0.424196669,-0.793640319,1.791955617,0.525498171,-0.658166995,-0.864435511,-0.555808439,-0.208301334,-0.641328699,-0.361402934,-0.189714188,0.160113969,0.203605223,0.531289065,-0.058519386,-0.245637003,-0.271796113,0.880514498,-0.042416303,0.154926309,0.319708836,-0.262845111,-0.071451031,-0.277688574,-0.071711081,0.018723862,-0.074242872,0.48219483,0.229179494,1.312420876,-0.254417646,-0.438372721,-0.55740603,-0.971136268,-0.16953655,-0.938815184,-1.029253525,-1.081749215,0.221621196,-0.944177906,0.32504461,0.846866641,0.568521901,0.173081698,-0.288834966
IT659,-0.413403331,-0.412283242,-0.413254436,-0.39239652,-0.691058852,-0.926630252,-1.029036259,-0.858661458,1.549756853,1.065799488,0.178695046,-0.027123029,0.952301418,-0.569252676,0.037169993,-0.978033545,-0.497607182,-0.930844703,0.19896068,1.17035197,-0.936048459,-0.37881122,-0.925672167,-0.872271111,-0.305565564,-0.037191907,-0.078159551,0.25267431,-0.734678841,-0.997426372,-0.54930557,-0.423390662,1.558362806,0.312241229,-0.890144701,-0.878703545,-0.640632711,-0.881308037,0.893041498,-0.65305965,-0.398483214,-0.31863199,-1.027731866,-0.712843772,-0.600343028,-0.436920467,-0.619334007,-0.508835033,0.728892546,-0.648995311,0.823250327,-1.054111117,-0.938324424,-0.978110501,-0.583873957,-0.233788385,-0.453898582,-0.18736007,-0.029683734,-0.667229434,-0.844050871,0.379143694,-0.120540229,0.363068711,-0.638775437,-0.769280398,-0.65582527,-0.534960841,-0.406137208,-0.484653442,-0.558327302,-0.593841036,-0.319718028,-0.686137687,-0.526542398,-0.526133538,-0.721640258,-0.448300954,-0.531801986,0.412964011,-0.881739866,-0.574733263,-0.463607868,-0.744402391,0.478300131,-0.870130834,-0.624418769,-0.699890727,-0.710317313,0.168193342,-0.720809162,-0.476596562,-0.580586137,-0.102321552,-0.430098515,-0.211165121,-0.383217027,-0.472374058,-0.665717625,-0.179848622,-0.233835835,-0.283439501,-0.322450799,-0.146904769,1.387804693,-0.835901063,0.848519219,-0.721710462,2.162090934,0.311411514,1.008343151,-0.602720999,-0.338061148,-0.445579672,-0.381829933,-0.281019767,-0.306037661,0.231863325,-0.766853781,-0.187319715,0.686991083,-0.163484915,-0.272153302,-0.472882829,-0.115468841,-0.449736283,-0.292237107,-0.663188211,-0.793329832,-0.576817538,-0.212478735,-0.664183624,0.721832049,-0.465346807,-0.585840871,0.010795352,0.62342155,-0.431919556,-0.740057028,-0.314873696,1.272239643,2.028767544,-0.437492794,0.46553656,-0.213108669,-0.006688984,-0.065142387,-0.013911623,0.268797465,-0.072155358,0.633674075,0.205898295,-0.637317946,-0.243878952,-0.442258798,-0.626671043,-0.910872452,-0.394780333,-0.866716093,-1.101149065,-1.126321602,1.917258332,-0.867742576,0.427565574,-0.800490324,-0.703693802,-0.424000698,-0.278621411
